id,author_id,full_name,others,university,subjects,document_by_author,total_citation_number,total_document,h_index
378,7405732032,"Yu Shigui","Yu, Shi Gui","Lunds Universitet, Lund, Sweden","Biochemistry Genetics and Molecular Biology, Agricultural and Biological Sciences, Chemistry, Chemical Engineering",12,233,164,10
379,7005980740,"Charette André B.","Charette, Andŕ B.| Charette, Andre B.| Charette, Andr B.| Charette, A. B.| Charette, André","University of Montreal, Montreal, Canada","Chemistry, Biochemistry Genetics and Molecular Biology, Chemical Engineering, Materials Science, Pharmacology Toxicology and Pharmaceutics, Environmental Science, Physics and Astronomy, Multidisciplinary",237,12772,8091,62
380,7005643769,"Marcoux Jean François","Marcoux, J.| Marcoux, Jean Francois| Marcoux, J. F.","Merck & Co., Inc., Kenilworth, United States","Chemistry, Biochemistry Genetics and Molecular Biology, Pharmacology Toxicology and Pharmaceutics, Chemical Engineering, Materials Science",39,5094,4474,26
381,7006332232,"Côté Bernard","Côté, Bernard| Cote, Bernard","Merck Frosst, Kirkland, Canada","Biochemistry Genetics and Molecular Biology, Chemistry, Pharmacology Toxicology and Pharmaceutics, Medicine, Chemical Engineering, Neuroscience, Materials Science",24,1419,1018,19
382,7004221116,"Abramov E.",NA,"Ben-Gurion University of the Negev, Beer Sheba, Israel","Materials Science, Engineering, Physics and Astronomy, Chemistry",35,571,435,13
383,7402200920,"Shi San-Qiang","Shi, San Qiang| Shi, San Q.| Shi, S. Q.| Shi, San qiang| Shi, Sanqiang| San-Qiang, Shi| Shi, San Qiung| Shi, S.| Shi, San Qian","Hong Kong Polytechnic University, Kowloon, Hong Kong","Materials Science, Engineering, Physics and Astronomy, Chemistry, Chemical Engineering, Mathematics, Energy, Computer Science, Medicine, Biochemistry Genetics and Molecular Biology, Multidisciplinary, Environmental Science, Neuroscience, Immunology and Microbiology, Earth and Planetary Sciences",213,4060,3316,33
384,35464908200,"Thompson David A.","THOMPSON, D. A.| Thompson, D. A.| Thompson, DA| Thompson, D.","McMaster University, Faculty of Engineering, Hamilton, Canada","Physics and Astronomy, Materials Science, Engineering, Chemistry, Medicine, Energy, Chemical Engineering, Computer Science, Earth and Planetary Sciences, Mathematics, Environmental Science, Arts and Humanities",250,3403,2663,26
385,7006671166,"Smeltzer Walter W.","Smeltzer, W. W.| SMELTZER, WALTER W.| Smeltzer, W.","McMaster University, Hamilton, Canada","Materials Science, Physics and Astronomy, Chemistry, Energy, Engineering, Environmental Science, Chemical Engineering",165,3233,2306,31
386,55540053300,"Michaud Dominique","Michaud, D.","Université Laval, Quebec, Canada","Biochemistry Genetics and Molecular Biology, Agricultural and Biological Sciences, Medicine, Environmental Science, Chemistry, Immunology and Microbiology, Chemical Engineering, Veterinary, Pharmacology Toxicology and Pharmaceutics, Multidisciplinary",90,3203,1874,35
387,57197625442,"Guillet G.",NA,"Université Laval, Quebec, Canada","Biochemistry Genetics and Molecular Biology",1,35,35,1
388,57202520897,"Rogers P. A.",NA,"Université Laval, Quebec, Canada","Biochemistry Genetics and Molecular Biology",1,35,35,1
389,7004224607,"Charest Pierre Mathieu","Charest, P.| CHAREST, P. M.| Charest, Pierre M.| Charest, Pierre Mathleu| Charest, P. M.","Université Laval, Quebec, Canada","Agricultural and Biological Sciences, Biochemistry Genetics and Molecular Biology, Medicine, Immunology and Microbiology, Physics and Astronomy, Chemistry, Pharmacology Toxicology and Pharmaceutics, Environmental Science, Multidisciplinary",46,1111,1019,20
390,26323179100,"Black John Earle","Black, John E.| Black, J.| Black, J. E.","University of Colorado at Boulder, Boulder, United States","Physics and Astronomy, Chemistry, Materials Science, Computer Science, Engineering, Mathematics",64,1490,996,22
391,7004096090,"Janzen Alec R.","Janzen, A.| Janzen, Alec| Janzen, A. R.","University of Waterloo, Waterloo, Canada","Physics and Astronomy, Chemistry, Materials Science, Mathematics, Chemical Engineering",14,1040,931,9
392,7005019305,"Bopp Philippe Anthony","Bopp, Ph A.| Bopp, P. A.| Bopp, Philippe A.| Bopp, P.| Bopp, Philippe| Bopp, Ph","Vidyasirimedhi Institute of Science and Technology, Rayong, Thailand","Chemistry, Physics and Astronomy, Mathematics, Materials Science, Biochemistry Genetics and Molecular Biology, Chemical Engineering, Energy, Engineering, Computer Science, Arts and Humanities",99,3162,2408,30
393,56271146900,"Chrzanowski Janusz","Chrzanowski, J.| Chrzanowski, Jan","Akademia Morska w Szczecinie, Szczecin, Poland","Physics and Astronomy, Materials Science, Engineering, Energy, Computer Science, Mathematics, Environmental Science, Earth and Planetary Sciences, Chemistry, Social Sciences",86,756,642,14
394,7003327995,"Fortier Normand","Fortier, N.","CTF Systems Inc., Coquitlam, Canada","Physics and Astronomy, Materials Science",10,69,63,5
395,7004393941,"Cragg A. R.","Cragg| Cragg, A.","CTF Systems Inc., Coquitlam, Canada","Physics and Astronomy, Engineering, Materials Science",9,181,153,6
396,7801625029,"Burany S.",NA,"Simon Fraser University, Burnaby, Canada","Physics and Astronomy",1,5,5,1
397,35501028000,"Heinrich Bretislav","Heinrich, B.| HEINRICH, B.| Heinrich, Bret","Simon Fraser University, Burnaby, Canada","Physics and Astronomy, Materials Science, Engineering, Chemistry, Multidisciplinary",253,8289,5208,49
398,7202726801,"Irwin J. C.","Irwin, J.","Simon Fraser University, Burnaby, Canada","Physics and Astronomy, Materials Science, Engineering, Energy",104,3494,2841,31
399,7005976954,"McKee B. T.A.","Mckee, B. T.A.| MCKEE, B. T.A.| McKEE, B. T.A.","Carleton University, Ottawa, Canada","Physics and Astronomy, Engineering, Materials Science, Computer Science, Health Professions, Medicine, Agricultural and Biological Sciences, Biochemistry Genetics and Molecular Biology",44,927,762,16
400,7006807092,"Duffy A. G.",NA,"Queen's University, Kingston, Kingston, Canada","Physics and Astronomy, Materials Science",3,24,24,3
401,7004004356,"Feller W. Bruce","Feller, W. B.","NOVA Scientific, Inc., Sturbridge, United States","Physics and Astronomy, Engineering, Energy, Computer Science, Medicine, Materials Science, Mathematics, Biochemistry Genetics and Molecular Biology",64,911,509,18
402,7403497574,"Stewart A. T.","STEWART, A. T.","Queen's University, Kingston, Kingston, Canada","Physics and Astronomy, Materials Science, Engineering, Chemistry",61,1547,1249,21
403,6602074034,"Riga Ekaterini","Riga, Ekaterina| Riga, E.","Washington State University, Pullman, United States","Agricultural and Biological Sciences, Immunology and Microbiology, Medicine, Biochemistry Genetics and Molecular Biology, Chemistry, Social Sciences, Energy, Environmental Science",38,504,421,14
404,7202056416,"Sutherland Jack R.","Sutherland, J. R.| Sutherland, J.| SUTHERLAND, JACK R.","Pacific Forestry Centre, Victoria, Canada","Agricultural and Biological Sciences, Immunology and Microbiology, Environmental Science, Medicine, Earth and Planetary Sciences, Biochemistry Genetics and Molecular Biology",26,275,250,9
405,7402197165,"Webster John M.","Webster, John| Webster, J.| Webster, J. M.| WEBSTER, J. M.","Welichem Biotech Inc., Burnaby, Canada","Agricultural and Biological Sciences, Immunology and Microbiology, Biochemistry Genetics and Molecular Biology, Medicine, Pharmacology Toxicology and Pharmaceutics, Chemistry, Environmental Science, Earth and Planetary Sciences, Multidisciplinary, Social Sciences, Decision Sciences, Mathematics",128,2650,1957,27
406,24486345200,"Dennis S. C.R.","Dennis, S.| DENNIS, S. C.R.","Western University, London, Canada","Engineering, Mathematics, Physics and Astronomy, Biochemistry Genetics and Molecular Biology, Computer Science, Social Sciences, Environmental Science, Chemical Engineering, Chemistry, Energy, Earth and Planetary Sciences, Multidisciplinary",88,3530,2653,29
407,7003276399,"Kocabiyik Serpil","Kocabiyik, S.","Memorial University of Newfoundland, St John's, Canada","Engineering, Mathematics, Physics and Astronomy, Chemical Engineering, Computer Science, Materials Science, Social Sciences, Environmental Science, Biochemistry Genetics and Molecular Biology, Chemistry, Arts and Humanities",49,460,386,10
408,7403605111,"Schwartz Steven S.","Schwartz, S. S.| SCHWARTZ, STEVEN S.","Berry College, Mount Berry, United States","Agricultural and Biological Sciences, Environmental Science, Biochemistry Genetics and Molecular Biology, Earth and Planetary Sciences, Medicine, Decision Sciences, Mathematics",18,701,619,13
409,57206371057,"Harvey P. J.",NA,"Queen's University, Kingston, Kingston, Canada","Physics and Astronomy, Engineering, Health Professions, Computer Science, Medicine, Materials Science",7,46,32,4
410,6603820306,"MacPhail J. D.","Macphail| MacPhail","Queen's University, Kingston, Kingston, Canada","Physics and Astronomy, Engineering",2,13,13,2
411,57188678378,"Le Gros M. A.","Le Gros, M.","The University of British Columbia, Vancouver, Canada","Physics and Astronomy, Materials Science, Engineering",15,163,136,6
412,6602823916,"Meagher Gail","Meagher, G.","The University of British Columbia, Vancouver, Canada","Physics and Astronomy, Materials Science",9,23,20,3
413,6701632733,"Kotlicki Andrzej","Kotlicki, A.","The University of British Columbia, Vancouver, Canada","Physics and Astronomy, Materials Science, Engineering, Medicine, Chemistry, Earth and Planetary Sciences, Biochemistry Genetics and Molecular Biology, Arts and Humanities, Social Sciences, Environmental Science, Chemical Engineering",73,390,284,11
414,6701831353,"Turrell Brian G.","Turrell, B. G.| Turrell, B.","The University of British Columbia, Vancouver, Canada","Physics and Astronomy, Materials Science, Engineering",80,462,290,11
415,6601986038,"Drukier Andrzej K.","Drukier, Andrzey K.| Drukier, A.| Drukier, A. K.","Stockholms universitet, Stockholm, Sweden","Physics and Astronomy, Biochemistry Genetics and Molecular Biology, Engineering, Materials Science, Medicine, Earth and Planetary Sciences, Pharmacology Toxicology and Pharmaceutics",43,1476,1230,12
416,6603249438,"Jedel P. E.",NA,"Alberta Agriculture and Rural Development, Edmonton, Canada","Agricultural and Biological Sciences, Psychology, Medicine, Decision Sciences, Mathematics",12,190,171,8
417,7202132012,"Hunt Leslie Anthony","Hunt, L. Anthony| Hunt, L. A.| Hunt, Leslie A.","University of Maryland, College Park, United States","Agricultural and Biological Sciences, Environmental Science, Psychology, Social Sciences, Medicine, Decision Sciences, Earth and Planetary Sciences, Computer Science, Mathematics",52,5202,4146,24
418,7004465014,"Bozek John David","Bozek, John D.| Bozek, J. D.| Bozek, John| Bozek, J.","SOLEIL Synchrotron, Gif-sur-Yvette, France","Physics and Astronomy, Chemistry, Materials Science, Engineering, Biochemistry Genetics and Molecular Biology, Computer Science, Multidisciplinary, Social Sciences, Mathematics, Chemical Engineering, Decision Sciences, Energy, Earth and Planetary Sciences",337,12811,6432,56
419,57203521298,"Tan Kim H.","Tan, K. H.| Tan, K.","University of Wisconsin-Madison, Madison, United States","Physics and Astronomy, Chemistry, Materials Science, Engineering, Chemical Engineering, Earth and Planetary Sciences, Energy, Biochemistry Genetics and Molecular Biology, Mathematics, Multidisciplinary",152,5542,3495,41
420,24433211900,"Bancroft G. Michael","Bancroft, G. M.| Bancroft, G. Michel","Western University, London, Canada","Physics and Astronomy, Chemistry, Earth and Planetary Sciences, Materials Science, Engineering, Chemical Engineering, Biochemistry Genetics and Molecular Biology, Energy, Multidisciplinary, Mathematics, Environmental Science",380,12982,7828,60
421,15074604800,"Fu Kejian","Fu, K. J.| Fu, Ke Jian","University of Toronto, Toronto, Canada","Chemistry, Physics and Astronomy, Materials Science, Multidisciplinary, Engineering",15,823,807,8
422,7006174036,"Paranjape Makarand","Paranjape, M.","Georgetown University, Washington, D.C., United States","Engineering, Physics and Astronomy, Materials Science, Chemistry, Biochemistry Genetics and Molecular Biology, Computer Science, Chemical Engineering, Medicine, Neuroscience, Multidisciplinary, Mathematics",68,1370,1238,18
423,7003923590,"Ristić Lj","Ristic, LJ| Ristiç, L. J.| Ristić, L. J.| Ristić, Ljubiša| Ristic, Ljubisa| Ristic, L.| Ristic, Lj| Ristic, L. J.| Ristić, Ljubiŝa","University of Alberta, Edmonton, Canada","Engineering, Physics and Astronomy, Materials Science, Energy, Computer Science",28,380,297,11
424,7005313223,"Filanovsky Igor M.","Filanovsky, Igor M.| Filanovsky, Igor| Filanovsky, I.| Filanovsky, I. M.","University of Alberta, Edmonton, Canada","Engineering, Materials Science, Computer Science, Physics and Astronomy, Mathematics, Social Sciences",272,1665,1352,18
425,7401846940,"Ahmed Nasiruddin","Ahmed, N.| Ahmed, Nasiruddin U.| Ahmed, N. U.| Ahmed, Nasir U.| Ahmed, Nasir Uddin| Ahmed, N. W.","University of Ottawa, Canada, Ottawa, Canada","Mathematics, Engineering, Computer Science, Decision Sciences, Chemical Engineering, Energy, Social Sciences, Physics and Astronomy, Medicine, Economics Econometrics and Finance, Biochemistry Genetics and Molecular Biology",264,1607,1145,19
426,56132453700,"Li Peng","Li, P.","Canadian Space Agency, Longueuil, Canada","Engineering, Mathematics, Decision Sciences, Computer Science, Chemical Engineering, Social Sciences, Biochemistry Genetics and Molecular Biology",15,30,23,3
427,7202113719,"Walton Desmond J.","WALTON, D. J.| Walton, DJ| Walton, D. J.","University of Manitoba, Winnipeg, Canada","Mathematics, Computer Science, Engineering, Social Sciences, Earth and Planetary Sciences",87,1610,958,24
428,56329899200,"Xu R.",NA,"University of Manitoba, Winnipeg, Canada","Social Sciences, Earth and Planetary Sciences, Computer Science",2,9,9,1
429,7403349331,"Song Sungjin","Song, S. J.| Song, Song Jin| Song, Sung J.| Song, Sung Jin","Sungkyunkwan University, Jongno-gu, South Korea","Physics and Astronomy, Engineering, Materials Science, Chemical Engineering, Mathematics, Energy, Computer Science, Neuroscience, Chemistry, Earth and Planetary Sciences",176,837,715,13
430,7003834275,"Schmerr Lester W.","Schmerr, L. W.| Schmerr, Lester w.| Schmerr, Lester| Schmerr, Lester W.","Iowa State University, Ames, United States","Engineering, Physics and Astronomy, Materials Science, Mathematics, Chemical Engineering, Computer Science, Arts and Humanities",126,1157,854,16
431,35148455800,"Sedov Alexander","Sedov, A.","Lakehead University, Thunder Bay, Canada","Physics and Astronomy, Engineering, Materials Science, Mathematics",49,412,305,12
432,6603432165,"Stalker Margaret J.","Stalker, Margaret| Stalker, M. J.| Stalker, M.","University of Guelph, Guelph, Canada","Veterinary, Medicine, Biochemistry Genetics and Molecular Biology, Neuroscience, Decision Sciences, Mathematics, Immunology and Microbiology, Agricultural and Biological Sciences, Environmental Science, Pharmacology Toxicology and Pharmaceutics",25,338,331,11
433,7103089147,"Kirby Gordon Michael","Kirby, G. M.| Kirby, Gordon| Kirby, Gordon M.| Kirby, G.","Ontario Veterinary College, Guelph, Canada","Biochemistry Genetics and Molecular Biology, Pharmacology Toxicology and Pharmaceutics, Medicine, Decision Sciences, Mathematics, Neuroscience, Veterinary, Chemistry, Agricultural and Biological Sciences, Environmental Science, Immunology and Microbiology, Multidisciplinary, Chemical Engineering, Computer Science",48,983,788,18
